181	0,3	0,5	0,2	0,3	0,2	0,5	0,5	0,2	0,2	-
182	0,3	0,5	0,2	0,25	0,2	0,5	0,5	0,2	0,2	-
183	0,3	0,5	0,2	0,25	0,5	0,5	0,5	0,2	0,2	-
184	0,3	0,5	0,2	0,25	0,5	0,5	0,5	0,2	0,2	-
185	0,3	0,5	0,2	0,25	0,5	0,5	0,5	0,2	0,2	-
186	0,3	0,5	0,2	0,3	0,2	0,5	0,5	0,2	0,2	-
187	0,3	0,5	0,2	0,25	0,5	0,5	0,5	0,2	0,2	-
191	0,1	0,1	0,1	0,1	0,1	0,1	0,1	0,1	0,1	0,6
192	0,3	0,5	0,2	0,25	0,2	0,5	0,2	0,2	0,2	-
193	0,3	0,5	0,2	0,25	0,2	0,5	0,2	0,2	0,2	-
194	0,3	0,5	0,2	0,25	0,2	0,5	0,2	0,2	0,2	-
201 0,4	0,3	0,3	0,35	0,5	0,3	0,5	0,3	0,3	-
202	0,4	0,3	0,3	0,35	0,5	0,3	0,5	0,3	0,3	-
203	0,4	0,3	0,3	0,35	0,5	0,3	0,5	0,3	0,3	-
204	0,4	0,3	0,3	0,35	0,5	0,5	0,5	0,3	0,3	-
205	0,35	0,4	0,25	0,35	0,5	0,5	0,3	0,25	0,25	-
206	0,35	0,4	0,25	0,35	0,5	0,4	0,4	0,25	0,25	-
207	0,4	0,3	0,3	0,35	0,5	0,5	0,5	0,3	0,3	-
208	0,3	0,4	0,3	0,35	0,5	0,5	0,3	0,25	0,3	-
211	0,35	0,4	0,25	0,3	0,5	0,5	0,3	0,25	0,25	-
221	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
222	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
223	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
224	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
225	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
226	0,35	0,4	0,25	0,25	0,5	0,5	0,5	0,25	0,25	-
227	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
228	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
229	0,35	0,4	0,25	0,25	0,5	0,5	0,35	0,25	0,25	-
231	0,35	0,4	0,25	0,25	0,25	0,25	0,25	0,25	0,25	-
232	0,35	0,4	0,25	0,25	0,25	0,25	0,25	0,25	0,25	-
241	0,4	0,3	0,3	0,5	0,3	0,25	0,3	0,3	0,3	-
242	0,4	0,3	0,3	0,5	0,35	0,25	0,25	0,3	0,3	-
256	0,3	0,5	0,2	0,25	0,2	0,5	0,2	0,2	0,2	-
257	0,3	0,5	0,2	0,3	0,2	0,4	0,2	0,2	0,2	-
261	0,35	0,4	0,25	0,25	0,3	0,35	0,35	0,25	0,25	-
262	0,35	0,3	0,35	0,35	0,3	0,25	0,25	0,25	0,35	-
263	0,35	0,4	0,25	0,25	0,35	0,35	0,35	0,25	0,25	-
271	0,3	0,5	0,2	0,5	0,2	0,5	0,2	0,2	0,2	-
272	0,3	0,5	0,2	0,5	0,2	0,5	0,2	0,2	0,2	-
273	0,3	0,5	0,2	0,5	0,2	0,5	0,2	0,2	0,2	-
274	0,3	0,5	0,2	0,5	0,2	0,5	0,2	0,2	0,2	-
275	0,3	0,5	0,2	0,5	0,2	0,5	0,2	0,2	0,2	-
281	0,3	0,4	0,3	0,5	0,2	0,2	0,2	0,2	0,3	-
291	0,4	0,3	0,3	0,5	0,2	0,2	0,2	0,3	0,3	-
292	0,3	0,4	0,3	0,5	0,2	0,2	0,2	0,2	0,3	-
293	0,4	0,2	0,4	0,5	0,2	0,2	0,2	0,3	0,4	-
